BID RECEIVED UNTIL DATE AND TIME,COUNTY,CONTROLLING PROJECT ID (CCSJ),DISTRICT/ DIVISION,LET TYPE,PROJECT TYPE,PROPOSAL REQUEST,STATE PROJECT NUMBER,VENDOR NAME,TEXAS PRESENCE
12/05/2025 02:00:00 PM,Childress,6490-25-001,Childress,Local District Let,Maintenance,Bidders,BPM - A00217584,"TI-ZACK CONCRETE, LLC",false
12/02/2025 01:00:00 PM,Wilson,1122-04-017,San Antonio,Statewide Let,Construction,Informational Proposals,C 1122-4-17,"ALAMO CITY CONSTRUCTORS, INC.",false
12/17/2025 10:00:00 AM,Tarrant,6491-10-001,Fort Worth,Local District Let,Maintenance,Bidders,TMC - A00217753,THOMAS 11 DEVELOPMENT LLC,true
11/19/2025 10:00:00 AM,De Witt,6493-14-001,Yoakum,Local District Let,Maintenance,Bidders,RMC - A00218271,JANI-KING OF AUSTIN,true
12/03/2025 01:00:00 PM,Wilson,0100-03-094,San Antonio,Statewide Let,Construction,Bidders,,"CK NEWBERRY, LLC",true
12/02/2025 01:00:00 PM,Taylor,6492-52-001,Abilene,Statewide Let,Maintenance,Bidders,RMC - A00218161,"TI-ZACK CONCRETE, LLC",false
12/04/2025 01:00:00 PM,Lamb,6491-51-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217871,"TI-ZACK CONCRETE, LLC",false
12/10/2025 10:00:00 AM,Denton,6488-69-001,Dallas,Local District Let,Maintenance,Bidders,MMC - A00217176,"VULCAN CONSTRUCTION MATERIALS, LLC",true
12/03/2025 01:00:00 PM,Fort Bend,0027-08-190,Houston,Statewide Let,Construction,Bidders,C 27-8-190,"BUILT RIGHT CONSTRUCTION OF OKLAHOMA, LLC",true
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,GREY SKY CONSTRUCTION LLC,true
12/10/2025 10:30:00 AM,Grimes,6493-42-001,Bryan,Local District Let,Maintenance,Bidders,MMC - A00218326,THOMAS 11 DEVELOPMENT LLC,true
12/03/2025 01:00:00 PM,Howard,6492-53-001,Abilene,Statewide Let,Maintenance,Bidders,RMC - A00218162,"TI-ZACK CONCRETE, LLC",false
12/03/2025 01:00:00 PM,Stephens,0404-02-046,Brownwood,Statewide Let,Construction,Bidders,,"BUILT RIGHT CONSTRUCTION OF OKLAHOMA, LLC",true
12/02/2025 01:00:00 PM,Bell,6472-26-001,Waco,Statewide Let,Maintenance,Bidders,RMC - A00211859,"SELECT MAINTENANCE, L.L.C.",true
12/04/2025 01:00:00 PM,Terry,6491-50-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217870,"TI-ZACK CONCRETE, LLC",false
12/04/2025 01:00:00 PM,Lubbock,6491-52-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217872,"TI-ZACK CONCRETE, LLC",false
12/03/2025 01:00:00 PM,Wilson,0100-03-094,San Antonio,Statewide Let,Construction,Informational Proposals,,"ALAMO CITY CONSTRUCTORS, INC.",false
12/03/2025 01:00:00 PM,Bastrop,0322-01-052,Austin,Statewide Let,Construction,Bidders,,LCR TOTAL TRANSPORT LLC,true
12/02/2025 01:00:00 PM,Smith,6488-62-001,Tyler,Statewide Let,Maintenance,Bidders,RMC - A00217157,GREY SKY CONSTRUCTION LLC,true
12/02/2025 01:00:00 PM,Galveston,0912-73-224,Houston,Statewide Let,Construction,Bidders,,GREY SKY CONSTRUCTION LLC,true
12/03/2025 01:00:00 PM,Palo Pinto,6491-62-001,Fort Worth,Statewide Let,Maintenance,Bidders,RMC - A00217903,"LOOKS GREAT SERVICES OF MS, INC.",true
12/02/2025 01:00:00 PM,Midland,1188-02-111,Odessa,Statewide Let,Construction,Bidders,C 1188-2-111,GREY SKY CONSTRUCTION LLC,true
12/09/2025 10:30:00 AM,Cherokee,6461-61-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00206051,THOMAS 11 DEVELOPMENT LLC,true
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,MBN ENTERPRISES LLC,true
12/18/2025 02:00:00 PM,Grayson,6493-06-001,Paris,Local District Let,Maintenance,Bidders,RMC - A00218257,THOMAS 11 DEVELOPMENT LLC,true
12/11/2025 03:00:00 PM,El Paso,6489-59-001,El Paso,Local District Let,Maintenance,Bidders,RMC - A00217487,"Horizone Construction I, Ltd",true
12/02/2025 01:00:00 PM,Navarro,0574-02-023,Dallas,Statewide Let,Construction,Bidders,C 574-2-23,GREY SKY CONSTRUCTION LLC,true
12/02/2025 01:00:00 PM,Cameron,0331-03-022,Pharr,Statewide Let,Construction,Bidders,,IOC COMPANY LLC,true
12/02/2025 01:00:00 PM,Brazoria,0111-08-129,Houston,Statewide Let,Construction,Bidders,,"BUILT RIGHT CONSTRUCTION OF OKLAHOMA, LLC",true
12/03/2025 01:00:00 PM,Johnson,1513-02-045,Fort Worth,Statewide Let,Construction,Bidders,,"NORTHEASTERN PAVERS, LLC",true
12/02/2025 01:00:00 PM,Erath,0343-03-029,Fort Worth,Statewide Let,Construction,Bidders,C 343-3-29,"NORTHEASTERN PAVERS, LLC",true
12/02/2025 01:00:00 PM,Galveston,0912-73-224,Houston,Statewide Let,Construction,Bidders,,"ICON GC, LLC",true
12/02/2025 01:00:00 PM,Karnes,0348-04-055,Corpus Christi,Statewide Let,Construction,Bidders,,"CK NEWBERRY, LLC",true
12/03/2025 01:00:00 PM,Johnson,1513-02-045,Fort Worth,Statewide Let,Construction,Bidders,,GREY SKY CONSTRUCTION LLC,true
12/03/2025 01:00:00 PM,Taylor,0974-03-014,Abilene,Statewide Let,Construction,Bidders,,"J. H. STRAIN & SONS, INC.",true
12/02/2025 01:00:00 PM,Tom Green,0077-06-105,San Angelo,Statewide Let,Construction,Bidders,,"CK NEWBERRY, LLC",true
12/02/2025 01:00:00 PM,Winkler,0354-04-044,Odessa,Statewide Let,Construction,Bidders,,GREY SKY CONSTRUCTION LLC,true
12/02/2025 01:00:00 PM,Collin,0918-24-285,Dallas,Statewide Let,Construction,Bidders,,"BUILT RIGHT CONSTRUCTION OF OKLAHOMA, LLC",true
12/02/2025 01:00:00 PM,Henderson,0163-03-053,Tyler,Statewide Let,Construction,Bidders,,GREY SKY CONSTRUCTION LLC,true
12/10/2025 10:00:00 AM,Aransas,6492-96-001,Corpus Christi,Local District Let,Maintenance,Bidders,RMC - A00218244,LCR TOTAL TRANSPORT LLC,true
12/03/2025 01:00:00 PM,Howard,0005-10-028,Abilene,Statewide Let,Construction,Bidders,,GREY SKY CONSTRUCTION LLC,true
12/02/2025 01:00:00 PM,Hidalgo,0863-01-075,Pharr,Statewide Let,Construction,Bidders,,"CK NEWBERRY, LLC",true
12/02/2025 01:00:00 PM,Ellis,6489-28-001,Dallas,Statewide Let,Maintenance,Informational Proposals,RMC - A00217346,"RENEGADE SITE SOLUTIONS, LLC",true
12/09/2025 03:00:00 PM,El Paso,6463-91-001,El Paso,Local District Let,Maintenance,Bidders,BPM - A00207380,"Horizone Construction I, Ltd",true
12/10/2025 10:00:00 AM,Denton,6488-69-001,Dallas,Local District Let,Maintenance,Bidders,MMC - A00217176,"MARTIN MARIETTA MATERIALS, INC.",true
12/10/2025 10:00:00 AM,Navarro,6488-89-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217226,"ORTEGA'S LAWN AND LANDSCAPING, LLC",true
12/02/2025 01:00:00 PM,Cameron,0331-03-022,Pharr,Statewide Let,Construction,Bidders,,"CK NEWBERRY, LLC",true
12/02/2025 01:00:00 PM,Winkler,0354-04-044,Odessa,Statewide Let,Construction,Bidders,,"CK NEWBERRY, LLC",true
12/02/2025 01:00:00 PM,Midland,1188-02-111,Odessa,Statewide Let,Construction,Bidders,C 1188-2-111,"REECE ALBERT, INC.",true
12/03/2025 01:00:00 PM,Caldwell,0152-03-065,Austin,Statewide Let,Construction,Bidders,C 152-3-65,"AARON CONCRETE CONTRACTORS, LLC",true
12/02/2025 01:00:00 PM,Kaufman,6489-09-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00217303,"GHB EQUIPMENT COMPANY, L.L.C.",true
12/02/2025 01:00:00 PM,Galveston,0912-73-224,Houston,Statewide Let,Construction,Bidders,,TEXAS WALL & LANDSCAPE,true
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Bidders,C 912-72-842,"BUILT RIGHT CONSTRUCTION OF OKLAHOMA, LLC",true
12/02/2025 01:00:00 PM,Webb,2150-04-099,Laredo,Statewide Let,Construction,Bidders,,"CK NEWBERRY, LLC",true
12/02/2025 01:00:00 PM,Castro,6482-44-001,Lubbock,Statewide Let,Maintenance,Bidders,RMC - A00214744,"J. LEE MILLIGAN, INC.",true
12/02/2025 01:00:00 PM,Austin,0408-05-032,Yoakum,Statewide Let,Construction,Bidders,C 408-5-32,"CK NEWBERRY, LLC",true
12/05/2025 02:00:00 PM,Childress,6490-25-001,Childress,Local District Let,Maintenance,Bidders,BPM - A00217584,"SCR CIVIL CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,De Witt,0913-00-139,Yoakum,Statewide Let,Construction,Bidders,,"BUILT RIGHT CONSTRUCTION OF OKLAHOMA, LLC",true
12/02/2025 01:00:00 PM,Haskell,0360-02-030,Abilene,Statewide Let,Construction,Bidders,,"CK NEWBERRY, LLC",true
12/02/2025 01:00:00 PM,Jackson,0089-05-047,Yoakum,Statewide Let,Construction,Bidders,C 89-5-47,"CK NEWBERRY, LLC",true
12/02/2025 01:00:00 PM,Wilson,1122-04-017,San Antonio,Statewide Let,Construction,Bidders,C 1122-4-17,"CK NEWBERRY, LLC",true
12/09/2025 10:30:00 AM,Cherokee,6461-61-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00206051,"S G COMPANY, LLC",true
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Informational Proposals,C 912-72-842,"ELITE KINGS CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Howard,0005-10-028,Abilene,Statewide Let,Construction,Bidders,,"REECE ALBERT, INC.",true
12/02/2025 01:00:00 PM,Hidalgo,0863-01-075,Pharr,Statewide Let,Construction,Bidders,,IOC COMPANY LLC,true
12/02/2025 01:00:00 PM,Henderson,0163-03-053,Tyler,Statewide Let,Construction,Bidders,,"CK NEWBERRY, LLC",true
12/03/2025 01:00:00 PM,Harris,0271-07-353,Houston,Statewide Let,Construction,Informational Proposals,C 271-7-353,"ELITE KINGS CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Harris,0500-03-665,Houston,Statewide Let,Construction,Bidders,,TEXAS WALL & LANDSCAPE,true
12/02/2025 01:00:00 PM,Brazoria,0111-08-129,Houston,Statewide Let,Construction,Bidders,,"SCR CIVIL CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Stephens,0404-02-046,Brownwood,Statewide Let,Construction,Bidders,,"SCR CIVIL CONSTRUCTION, LLC",true
12/10/2025 10:00:00 AM,Navarro,6488-44-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217116,"ORTEGA'S LAWN AND LANDSCAPING, LLC",true
12/09/2025 03:00:00 PM,El Paso,6463-91-001,El Paso,Local District Let,Maintenance,Bidders,BPM - A00207380,HAWK CONSTRUCTION,true
12/09/2025 10:30:00 AM,Anderson,6492-40-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00218097,"S G COMPANY, LLC",true
12/11/2025 03:00:00 PM,El Paso,6489-59-001,El Paso,Local District Let,Maintenance,Bidders,RMC - A00217487,HAWK CONSTRUCTION,true
12/11/2025 03:00:00 PM,El Paso,6489-55-001,El Paso,Local District Let,Maintenance,Bidders,RMC - A00217476,HAWK CONSTRUCTION,true
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Bidders,C 912-72-842,"SCR CIVIL CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Lubbock,0053-01-137,Lubbock,Statewide Let,Construction,Bidders,,"SCOTT TUCKER CONSTRUCTION COMPANY, LLC",true
12/03/2025 01:00:00 PM,Colorado,0716-03-012,Yoakum,Statewide Let,Construction,Bidders,,3LW CIVIL LLC,true
12/03/2025 01:00:00 PM,Ector,0906-00-256,Odessa,Statewide Let,Construction,Bidders,,JAMES HAMILTON CONSTRUCTION CO.,true
12/03/2025 01:00:00 PM,Ector,0906-00-256,Odessa,Statewide Let,Construction,Bidders,,"JONES BROS. DIRT & PAVING CONTRACTORS, INC.",true
12/03/2025 01:00:00 PM,Bell,6492-63-001,Maintenance Division,Statewide Let,Maintenance,Bidders,RMC - A00218181,"MCDERMOTT CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Angelina,0244-10-006,Lufkin,Statewide Let,Construction,Bidders,,"STRIPE LINES, INC.",true
12/02/2025 01:00:00 PM,Bowie,0046-05-048,Atlanta,Statewide Let,Construction,Bidders,,"LONGVIEW BRIDGE AND ROAD, LTD.",true
12/03/2025 01:00:00 PM,Collin,1014-04-018,Dallas,Statewide Let,Construction,Bidders,,ED BELL CONSTRUCTION COMPANY,true
12/02/2025 01:00:00 PM,Collin,0918-24-285,Dallas,Statewide Let,Construction,Bidders,,ED BELL CONSTRUCTION COMPANY,true
12/03/2025 01:00:00 PM,Bexar,0017-10-292,San Antonio,Statewide Let,Construction,Bidders,,"WEBBER, LLC",true
12/03/2025 01:00:00 PM,Bexar,0017-10-292,San Antonio,Statewide Let,Construction,Bidders,,ZACHRY CONSTRUCTION CORPORATION,true
12/02/2025 01:00:00 PM,Austin,0408-05-032,Yoakum,Statewide Let,Construction,Bidders,C 408-5-32,MBN ENTERPRISES LLC,true
12/02/2025 01:00:00 PM,Navarro,0574-02-023,Dallas,Statewide Let,Construction,Bidders,C 574-2-23,ED BELL CONSTRUCTION COMPANY,true
12/10/2025 10:30:00 AM,Wichita,6492-76-001,Wichita Falls,Local District Let,Maintenance,Bidders,RMC - A00218213,"ICOS MANAGEMENT, LLC",true
12/03/2025 01:00:00 PM,Stephens,0404-02-046,Brownwood,Statewide Let,Construction,Bidders,,"SCOTT TUCKER CONSTRUCTION COMPANY, LLC",true
12/03/2025 01:00:00 PM,Gregg,2642-01-050,Tyler,Statewide Let,Construction,Bidders,,"LONGVIEW BRIDGE AND ROAD, LTD.",true
12/02/2025 01:00:00 PM,Galveston,0912-73-224,Houston,Statewide Let,Construction,Bidders,,MBN ENTERPRISES LLC,true
12/03/2025 01:00:00 PM,Dickens,0925-15-016,Childress,Statewide Let,Construction,Bidders,,"SCOTT TUCKER CONSTRUCTION COMPANY, LLC",true
12/04/2025 09:00:00 AM,Cameron,6494-02-001,Pharr,Local District Let,Maintenance,Bidders,RMC - A00218471,"ICOS MANAGEMENT, LLC",true
12/02/2025 01:00:00 PM,Hartley,0041-02-020,Amarillo,Statewide Let,Construction,Bidders,,"DUININCK, INC.",true
12/09/2025 10:30:00 AM,Waller,6489-73-001,Houston,Local District Let,Maintenance,Informational Proposals,RMC - A00217524,"ELITE KINGS CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Smith,6488-62-001,Tyler,Statewide Let,Maintenance,Bidders,RMC - A00217157,"LONGVIEW BRIDGE AND ROAD, LTD.",true
12/03/2025 01:00:00 PM,De Witt,0943-02-012,Yoakum,Statewide Let,Construction,Bidders,,"ICOS MANAGEMENT, LLC",true
12/02/2025 01:00:00 PM,Castro,6482-44-001,Lubbock,Statewide Let,Maintenance,Bidders,RMC - A00214744,"DUININCK, INC.",true
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,3LW CIVIL LLC,true
12/09/2025 10:30:00 AM,Montgomery,6479-66-001,Houston,Local District Let,Maintenance,Informational Proposals,RMC - A00213891,"ELITE KINGS CONSTRUCTION, LLC",true
12/09/2025 10:30:00 AM,Anderson,6492-40-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00218097,UMD Construction,true
12/03/2025 01:00:00 PM,Crockett,6492-65-001,Maintenance Division,Statewide Let,Maintenance,Informational Proposals,RMC - A00218186,ACO REMODELING & CONSTRUCTION INC.,false
12/02/2025 01:00:00 PM,Kaufman,6489-09-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00217303,"SILVER CREEK CONSTRUCTION, INC.",true
12/09/2025 10:30:00 AM,Montgomery,6479-66-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00213891,UMD Construction,true
12/04/2025 09:00:00 AM,Cameron,6494-02-001,Pharr,Local District Let,Maintenance,Bidders,RMC - A00218471,CASTILLO ARANDA LLC,true
12/09/2025 10:30:00 AM,Cherokee,6461-61-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00206051,UMD Construction,true
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Bidders,C 912-72-842,CASTILLO ARANDA LLC,true
12/08/2025 10:00:00 AM,Colorado,6479-45-001,Yoakum,Local District Let,Maintenance,Bidders,RMC - A00213865,CASTILLO ARANDA LLC,true
12/02/2025 01:00:00 PM,Kaufman,6489-09-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00217303,CASTILLO ARANDA LLC,true
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,CASTILLO ARANDA LLC,true
12/10/2025 10:00:00 AM,Navarro,6488-89-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217226,UMD Construction,true
12/10/2025 10:00:00 AM,Dallas,6493-69-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00218378,UMD Construction,true
12/09/2025 10:30:00 AM,Montgomery,6490-51-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00217643,CASTILLO ARANDA LLC,true
12/02/2025 01:00:00 PM,Starr,6493-64-001,Pharr,Statewide Let,Maintenance,Bidders,RMC - A00218360,UMD Construction,true
12/03/2025 01:00:00 PM,Val Verde,0022-09-056,Laredo,Statewide Let,Construction,Bidders,,"TRIPLE H FIELD SERVICES, LLC",true
12/02/2025 01:00:00 PM,Galveston,0912-73-224,Houston,Statewide Let,Construction,Bidders,,CASTILLO ARANDA LLC,true
12/09/2025 10:00:00 AM,Kimble,6477-62-001,San Angelo,Local District Let,Maintenance,Bidders,RMC - A00213079,UMD Construction,true
12/02/2025 01:00:00 PM,Collin,0918-24-285,Dallas,Statewide Let,Construction,Bidders,,CASTILLO ARANDA LLC,true
12/10/2025 10:00:00 AM,Dallas,6493-70-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00218379,UMD Construction,true
12/09/2025 10:30:00 AM,Galveston,6490-28-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00217588,UMD Construction,true
12/02/2025 01:00:00 PM,Wilson,1122-04-017,San Antonio,Statewide Let,Construction,Bidders,C 1122-4-17,"JORDAN FOSTER CONSTRUCTION, LLC",true
12/05/2025 02:00:00 PM,Childress,6490-25-001,Childress,Local District Let,Maintenance,Bidders,BPM - A00217584,"ICOS MANAGEMENT, LLC",true
12/03/2025 01:00:00 PM,Navarro,2682-01-024,Dallas,Statewide Let,Construction,Bidders,C 2682-1-24,"ICOS MANAGEMENT, LLC",true
12/02/2025 01:00:00 PM,Cameron,0331-03-022,Pharr,Statewide Let,Construction,Informational Proposals,,CASTILLO ARANDA LLC,true
12/04/2025 01:00:00 PM,Terry,6491-50-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217870,"HJC FARMS, INC.",true
12/04/2025 09:00:00 AM,Cameron,6494-02-001,Pharr,Local District Let,Maintenance,Bidders,RMC - A00218471,LUCANIA CONTRACTORS LLC,true
11/19/2025 10:00:00 AM,De Witt,6493-14-001,Yoakum,Local District Let,Maintenance,Bidders,RMC - A00218271,RWCS JANITORIAL LLC,true
12/03/2025 01:00:00 PM,De Witt,0943-02-012,Yoakum,Statewide Let,Construction,Bidders,,"TEXAS STEEL INDUSTRIAL PLACING, LLC",true
12/03/2025 01:00:00 PM,Howard,6492-53-001,Abilene,Statewide Let,Maintenance,Bidders,RMC - A00218162,"HJC FARMS, INC.",true
12/04/2025 01:00:00 PM,Lamb,6491-51-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217871,"HJC FARMS, INC.",true
12/03/2025 01:00:00 PM,Colorado,0716-03-012,Yoakum,Statewide Let,Construction,Bidders,,"TEXAS STEEL INDUSTRIAL PLACING, LLC",true
12/04/2025 01:00:00 PM,Lubbock,6491-52-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217872,"HJC FARMS, INC.",true
12/03/2025 01:00:00 PM,Palo Pinto,6491-62-001,Fort Worth,Statewide Let,Maintenance,Bidders,RMC - A00217903,EASTGATE SERVICES,true
12/02/2025 01:00:00 PM,Taylor,6492-52-001,Abilene,Statewide Let,Maintenance,Bidders,RMC - A00218161,"HJC FARMS, INC.",true
12/03/2025 01:00:00 PM,Collin,1014-04-018,Dallas,Statewide Let,Construction,Bidders,,D. L. LENNON INCORPORATED - CONTRACTOR,true
12/02/2025 01:00:00 PM,Hidalgo,0863-01-075,Pharr,Statewide Let,Construction,Informational Proposals,,CASTILLO ARANDA LLC,true
12/03/2025 01:00:00 PM,Bastrop,0322-01-052,Austin,Statewide Let,Construction,Bidders,,"HUNTER INDUSTRIES, LTD.",true
12/09/2025 02:00:00 PM,Scurry,6478-50-001,Abilene,Local District Let,Maintenance,Bidders,RMC - A00213382,"TI-ZACK CONCRETE, LLC",false
12/02/2025 01:00:00 PM,Austin,0408-05-032,Yoakum,Statewide Let,Construction,Bidders,C 408-5-32,"HUNTER INDUSTRIES, LTD.",true
12/03/2025 01:00:00 PM,De Witt,0943-02-012,Yoakum,Statewide Let,Construction,Bidders,,"HUNTER INDUSTRIES, LTD.",true
12/03/2025 01:00:00 PM,Colorado,0716-03-012,Yoakum,Statewide Let,Construction,Bidders,,CASTILLO ARANDA LLC,true
12/02/2025 01:00:00 PM,Wharton,0420-10-018,Yoakum,Statewide Let,Construction,Bidders,,"HUNTER INDUSTRIES, LTD.",true
12/03/2025 01:00:00 PM,Taylor,0974-03-014,Abilene,Statewide Let,Construction,Bidders,,"EARTH BUILDERS, L.P.",true
12/02/2025 01:00:00 PM,Jackson,0089-05-047,Yoakum,Statewide Let,Construction,Bidders,C 89-5-47,"HUNTER INDUSTRIES, LTD.",true
12/03/2025 01:00:00 PM,Caldwell,0152-03-065,Austin,Statewide Let,Construction,Bidders,C 152-3-65,"HUNTER INDUSTRIES, LTD.",true
12/02/2025 01:00:00 PM,Karnes,0348-04-055,Corpus Christi,Statewide Let,Construction,Bidders,,"HUNTER INDUSTRIES, LTD.",true
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,"HUNTER INDUSTRIES, LTD.",true
12/02/2025 01:00:00 PM,Jackson,0179-09-041,Yoakum,Statewide Let,Construction,Bidders,,"HUNTER INDUSTRIES, LTD.",true
12/03/2025 01:00:00 PM,Colorado,0716-03-012,Yoakum,Statewide Let,Construction,Bidders,,"HUNTER INDUSTRIES, LTD.",true
12/03/2025 01:00:00 PM,Fayette,1262-01-016,Yoakum,Statewide Let,Construction,Bidders,,"HUNTER INDUSTRIES, LTD.",true
12/10/2025 10:00:00 AM,Refugio,6494-25-001,Corpus Christi,Local District Let,Maintenance,Bidders,RMC - A00218562,GV LANDSCAPE AND CONSTRUCTION LLC,true
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,TAYLOR CONTRACTING LLC,false
12/03/2025 01:00:00 PM,Wilson,0100-03-094,San Antonio,Statewide Let,Construction,Bidders,,"HUNTER INDUSTRIES, LTD.",true
12/10/2025 10:00:00 AM,Navarro,6488-44-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217116,UMD Construction,true
12/02/2025 01:00:00 PM,Wilson,1122-04-017,San Antonio,Statewide Let,Construction,Bidders,C 1122-4-17,"HUNTER INDUSTRIES, LTD.",true
12/02/2025 01:00:00 PM,Wharton,0420-10-018,Yoakum,Statewide Let,Construction,Bidders,,"TEXAS STEEL INDUSTRIAL PLACING, LLC",true
12/03/2025 01:00:00 PM,Dickens,0925-15-016,Childress,Statewide Let,Construction,Bidders,,"TEXAS STEEL INDUSTRIAL PLACING, LLC",true
12/02/2025 01:00:00 PM,Kaufman,6489-09-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00217303,"ICOS MANAGEMENT, LLC",true
12/02/2025 01:00:00 PM,Jackson,0179-09-041,Yoakum,Statewide Let,Construction,Bidders,,"EARTH BUILDERS, L.P.",true
12/03/2025 01:00:00 PM,Dickens,0925-15-016,Childress,Statewide Let,Construction,Bidders,,"EARTH BUILDERS, L.P.",true
12/03/2025 01:00:00 PM,Dickens,0925-15-016,Childress,Statewide Let,Construction,Bidders,,"COPPELL CONSTRUCTION CO., INC.",true
12/02/2025 01:00:00 PM,Lubbock,0068-01-086,Lubbock,Statewide Let,Construction,Informational Proposals,,"COPPELL CONSTRUCTION CO., INC.",true
12/02/2025 01:00:00 PM,Bowie,0046-05-048,Atlanta,Statewide Let,Construction,Bidders,,OVERLAND CORPORATION,true
12/02/2025 01:00:00 PM,Midland,1188-02-111,Odessa,Statewide Let,Construction,Bidders,C 1188-2-111,"COPPELL CONSTRUCTION CO., INC.",true
12/03/2025 01:00:00 PM,Collin,1014-04-018,Dallas,Statewide Let,Construction,Bidders,,OVERLAND CORPORATION,true
12/09/2025 10:30:00 AM,Grimes,6489-57-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00217481,UMD Construction,true
12/03/2025 01:00:00 PM,Palo Pinto,6491-62-001,Fort Worth,Statewide Let,Maintenance,Bidders,RMC - A00217903,UMD Construction,true
12/03/2025 01:00:00 PM,Taylor,0974-03-014,Abilene,Statewide Let,Construction,Bidders,,"TEXAS STEEL INDUSTRIAL PLACING, LLC",true
12/09/2025 10:30:00 AM,Smith,6493-00-001,Tyler,Local District Let,Maintenance,Bidders,BPM - A00218248,"ICOS MANAGEMENT, LLC",true
12/10/2025 10:00:00 AM,Navarro,6488-45-001,Dallas,Local District Let,Maintenance,Bidders,BPM - A00217117,"ICOS MANAGEMENT, LLC",true
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,"ICOS MANAGEMENT, LLC",true
12/03/2025 01:00:00 PM,Camp,0083-08-055,Atlanta,Statewide Let,Construction,Bidders,,"RK HALL, LLC",true
12/03/2025 01:00:00 PM,Travis,6484-34-001,Austin,Statewide Let,Maintenance,Bidders,RMC - A00215434,"STRIPE LINES, INC.",true
12/03/2025 01:00:00 PM,Jack,6493-23-001,Fort Worth,Statewide Let,Maintenance,Bidders,MMC - A00218288,"ERGON ASPHALT & EMULSIONS, INC.",true
12/03/2025 01:00:00 PM,Taylor,0974-03-014,Abilene,Statewide Let,Construction,Bidders,,"COPPELL CONSTRUCTION CO., INC.",true
12/02/2025 01:00:00 PM,Tom Green,0077-06-105,San Angelo,Statewide Let,Construction,Bidders,,"CLARK CONSTRUCTION OF TEXAS, INC.",true
12/03/2025 01:00:00 PM,De Witt,0943-02-012,Yoakum,Statewide Let,Construction,Bidders,,"CLARK CONSTRUCTION OF TEXAS, INC.",true
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,"RAGLE CONSTRUCTION, INC.",true
12/02/2025 01:00:00 PM,Collin,0135-02-075,Dallas,Statewide Let,Construction,Bidders,C 135-2-75,OVERLAND CORPORATION,true
12/02/2025 01:00:00 PM,Hartley,0041-02-020,Amarillo,Statewide Let,Construction,Bidders,,OVERLAND CORPORATION,true
12/02/2025 01:00:00 PM,Haskell,0360-02-030,Abilene,Statewide Let,Construction,Bidders,,"CLARK CONSTRUCTION OF TEXAS, INC.",true
